supply condition
v1: vcc
v2: vccn
v3: NA
vcc_vid: vcc_ff_h#0.63,0.7,0.756; vcc_ff_c#0.675,0.75,0.81; vcc_tt_h#0.63,0.7,0.756; vcc_tt_c#0.675,0.75,0.81; vcc_ss_h#0.675,0.75,0.81; vcc_ss_c#0.72,0.8,0.864
vccana: 0.725,0.75,0.775
vccn: 0.99,1.1,1.188
vcctx: 0.575,0.6,0.625

process	extract	temp	v1	v2	ioh_0	ioh	ioh0	ioh1	rwkpull0	rwkpull_vih	rwkpull_vih2	vwkp	vwkp_drop	temper	alter#																																																																																									
SSAG	typical	-40	max	max	-4.82668530e-04	-1.65427494e-04	-1.45436812e-04	-1.85460956e-04	2.46131646e+03	2.51348787e+03	2.49849192e+03	1.18749921e+00	5.00793348e-04	-4.00000000e+01	1.00000000e+00																																																																																									
SSAG	typical	-40	nom	nom	-4.44002900e-04	-1.52317695e-04	-1.32433190e-04	-1.72243409e-04	2.47746129e+03	2.52761178e+03	2.51191788e+03	1.09967802e+00	3.21984532e-04	-4.00000000e+01	1.00000000e+00																																																																																									
SSAG	typical	125	min	min	-5.13326823e-04	-1.82042206e-04	-1.58810771e-04	-2.04887140e-04	1.92859589e+03	1.90340476e+03	2.17030991e+03	9.71738270e-01	1.82617303e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSAG	typical	125	min	max	-6.23986819e-04	-2.25813001e-04	-2.02253027e-04	-2.49344271e-04	1.90388637e+03	1.84134659e+03	2.12353704e+03	1.17074881e+00	1.72511871e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSAG	typical	125	max	min	-5.13460299e-04	-1.81997261e-04	-1.58700188e-04	-2.04869013e-04	1.92809454e+03	1.90387480e+03	2.16596375e+03	9.70114743e-01	1.98852575e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSAG	typical	125	max	max	-6.24120007e-04	-2.25404595e-04	-2.01455615e-04	-2.49161815e-04	1.90348008e+03	1.84468289e+03	2.09616360e+03	1.16914695e+00	1.88530499e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSAG	typical	125	nom	nom	-5.71704883e-04	-2.04325967e-04	-1.80780227e-04	-2.27646134e-04	1.92406963e+03	1.88424411e+03	2.13374727e+03	1.08126877e+00	1.87312319e-02	1.25000000e+02	1.00000000e+00																																																																																									
FFG_SSG	typical	-40	min	min	-3.98583421e-04	-1.37077684e-04	-1.17181979e-04	-1.57022036e-04	2.48379623e+03	2.52776375e+03	2.51003656e+03	9.89221489e-01	7.78511487e-04	-4.00000000e+01	1.00000000e+00																																																																																									
FFG_SSG	typical	-40	min	max	-4.85447799e-04	-1.66704666e-04	-1.46535829e-04	-1.86942963e-04	2.44722502e+03	2.49423133e+03	2.47481051e+03	1.18722080e+00	7.79198363e-04	-4.00000000e+01	1.00000000e+00																																																																																									
FFG_SSG	typical	-40	max	min	-3.98645246e-04	-1.37070675e-04	-1.17165492e-04	-1.57018975e-04	2.48341103e+03	2.52789300e+03	2.50919098e+03	9.88941361e-01	1.05863852e-03	-4.00000000e+01	1.00000000e+00																																																																																									
FFG_SSG	typical	-40	max	max	-4.85509534e-04	-1.66655469e-04	-1.46460518e-04	-1.86917280e-04	2.44691385e+03	2.49496763e+03	2.47177469e+03	1.18692724e+00	1.07275964e-03	-4.00000000e+01	1.00000000e+00																																																																																									
FFG_SSG	typical	-40	nom	nom	-4.46053036e-04	-1.53065991e-04	-1.33050142e-04	-1.73138103e-04	2.46607446e+03	2.51525501e+03	2.49451455e+03	1.09908632e+00	9.13680182e-04	-4.00000000e+01	1.00000000e+00																																																																																									
FFG_SSG	typical	125	min	min	-6.57144189e-04	-2.34579827e-04	-2.05663306e-04	-2.62621192e-04	1.50651869e+03	1.47710911e+03	1.75568314e+03	9.62219155e-01	2.77808452e-02	1.25000000e+02	1.00000000e+00																																																																																									
FFG_SSG	typical	125	min	max	-8.00218175e-04	-2.99579628e-04	-2.69903565e-04	-3.29064703e-04	1.48459512e+03	1.38794484e+03	1.69029878e+03	1.16191923e+00	2.60807687e-02	1.25000000e+02	1.00000000e+00																																																																																									
FFG_SSG	typical	125	max	min	-6.57259890e-04	-2.34187935e-04	-2.04740701e-04	-2.62468510e-04	1.50625349e+03	1.47958092e+03	1.73226737e+03	9.59215946e-01	3.07840545e-02	1.25000000e+02	1.00000000e+00																																																																																									
FFG_SSG	typical	125	max	max	-8.00333262e-04	-2.96939437e-04	-2.66071741e-04	-3.27625057e-04	1.48438164e+03	1.40028554e+03	1.62460784e+03	1.15925060e+00	2.87494005e-02	1.25000000e+02	1.00000000e+00																																																																																									
FFG_SSG	typical	125	nom	nom	-7.32830576e-04	-2.67384330e-04	-2.37445140e-04	-2.96905107e-04	1.50102907e+03	1.43987496e+03	1.68180382e+03	1.07158778e+00	2.84122156e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSG_FFG	typical	-40	min	min	-5.11409276e-04	-1.75985020e-04	-1.50474335e-04	-2.01548738e-04	1.93582722e+03	1.96891758e+03	1.95792792e+03	9.89861050e-01	1.38949699e-04	-4.00000000e+01	1.00000000e+00																																																																																									
SSG_FFG	typical	-40	min	max	-6.22310803e-04	-2.13159509e-04	-1.87392872e-04	-2.38998384e-04	1.90901394e+03	1.95065190e+03	1.93777751e+03	1.18784187e+00	1.58127493e-04	-4.00000000e+01	1.00000000e+00																																																																																									
SSG_FFG	typical	-40	max	min	-5.11467936e-04	-1.75982583e-04	-1.50471608e-04	-2.01546498e-04	1.93560521e+03	1.96894484e+03	1.95790923e+03	9.89687474e-01	3.12525514e-04	-4.00000000e+01	1.00000000e+00																																																																																									
SSG_FFG	typical	-40	max	max	-6.22369356e-04	-2.13147800e-04	-1.87362753e-04	-2.38993291e-04	1.90883434e+03	1.95075905e+03	1.93683825e+03	1.18764570e+00	3.54301890e-04	-4.00000000e+01	1.00000000e+00																																																																																									
SSG_FFG	typical	-40	nom	nom	-5.72509967e-04	-1.96383313e-04	-1.70740364e-04	-2.22083155e-04	1.92136393e+03	1.96045170e+03	1.94769309e+03	1.09978003e+00	2.19971335e-04	-4.00000000e+01	1.00000000e+00																																																																																									
SSG_FFG	typical	125	min	min	-6.19425160e-04	-2.18578190e-04	-1.89221819e-04	-2.47535605e-04	1.59825603e+03	1.58524508e+03	1.71486036e+03	9.74128413e-01	1.58715871e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSG_FFG	typical	125	min	max	-7.58182101e-04	-2.72574652e-04	-2.42525552e-04	-3.02648529e-04	1.56690589e+03	1.52545366e+03	1.66325762e+03	1.17286890e+00	1.51310993e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSG_FFG	typical	125	max	min	-6.19547452e-04	-2.18515683e-04	-1.89067588e-04	-2.47511479e-04	1.59794056e+03	1.58569854e+03	1.71104282e+03	9.72344894e-01	1.76551063e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSG_FFG	typical	125	max	max	-7.58304032e-04	-2.72024866e-04	-2.41502417e-04	-3.02396173e-04	1.56665394e+03	1.52853673e+03	1.64220450e+03	1.17113982e+00	1.68601818e-02	1.25000000e+02	1.00000000e+00																																																																																									
SSG_FFG	typical	125	nom	nom	-6.93275436e-04	-2.46459889e-04	-2.16530492e-04	-2.76161565e-04	1.58667096e+03	1.56212032e+03	1.67697806e+03	1.08348369e+00	1.65163140e-02	1.25000000e+02	1.00000000e+00																																																																																									
TT	typical	85	nom	nom	-5.70838705e-04	-2.01351725e-04	-1.75961075e-04	-2.26666271e-04	1.92698916e+03	1.91207699e+03	1.97218449e+03	1.08744018e+00	1.25598166e-02	8.50000000e+01	1.00000000e+00																																																																																									
TT	typical	100	nom	nom	-6.01403203e-04	-2.13911495e-04	-1.87473068e-04	-2.40192969e-04	1.82905577e+03	1.79980978e+03	1.89681691e+03	1.08420473e+00	1.57952660e-02	1.00000000e+02	1.00000000e+00																																																																																									
